iso,pressure,free_gb,swap_gb,compressed_gb
2026-09-18T13:49:30Z,2,6.8,3.6,13.8
2026-09-18T13:49:50Z,2,7.3,3.6,12.9
2026-09-18T13:50:10Z,2,6.1,3.5,15.2
2026-09-18T13:50:31Z,2,5.7,3.7,16.0
2026-09-18T13:50:51Z,2,6.0,3.9,15.3
2026-09-18T13:51:11Z,2,5.8,4.2,15.7
2026-09-18T13:51:31Z,2,7.6,4.1,12.3
2026-09-18T13:51:51Z,1,21.1,4.0,5.7
2026-09-18T13:52:11Z,1,21.3,2.9,0.7
2026-09-18T13:52:31Z,1,12.5,2.9,2.3
2026-09-18T13:52:51Z,1,12.8,2.8,2.5
2026-09-18T13:53:11Z,1,13.6,2.8,2.9
2026-09-18T13:53:31Z,1,11.7,2.8,4.1
2026-09-18T13:53:51Z,1,12.9,2.8,3.4
2026-09-18T13:54:12Z,1,12.2,2.8,3.0
2026-09-18T13:54:32Z,1,11.8,2.8,3.9
2026-09-18T13:54:52Z,1,11.5,2.8,4.4
2026-09-18T13:55:12Z,1,10.7,2.8,6.1
2026-09-18T13:55:32Z,1,22.9,2.8,0.9
2026-09-18T13:55:52Z,1,11.5,2.8,0.8
2026-09-18T13:56:12Z,1,12.3,2.8,2.8
2026-09-18T13:56:32Z,1,11.0,2.8,5.4
2026-09-18T13:56:52Z,1,12.1,2.8,4.5
2026-09-18T13:57:12Z,1,10.8,2.8,5.8
2026-09-18T13:57:32Z,1,10.5,2.8,6.4
2026-09-18T13:57:52Z,1,10.5,2.8,6.3
2026-09-18T13:58:12Z,1,10.3,2.8,6.6
2026-09-18T13:58:33Z,1,20.5,2.8,1.1
2026-09-18T13:58:53Z,1,12.4,2.8,0.9
2026-09-18T13:59:13Z,1,12.0,2.8,3.5
2026-09-18T14:01:14Z,1,27.3,2.8,0.7
2026-09-18T14:01:34Z,1,24.9,2.8,0.7
2026-09-18T14:01:54Z,1,12.9,2.8,1.7
2026-09-18T14:02:14Z,1,13.2,2.8,2.5
2026-09-18T14:02:34Z,1,14.7,2.8,1.8
2026-09-18T14:02:54Z,1,11.5,2.8,4.4
2026-09-18T14:03:14Z,1,11.9,2.8,3.7
2026-09-18T14:03:34Z,1,12.3,2.8,2.9
2026-09-18T14:03:55Z,1,11.4,2.8,4.5
2026-09-18T14:04:15Z,1,11.0,2.8,5.3
2026-09-18T14:04:35Z,1,11.2,2.8,5.1
2026-09-18T14:04:55Z,1,24.4,2.8,1.0
2026-09-18T14:05:15Z,1,14.4,2.8,0.9
2026-09-18T14:05:35Z,1,11.6,2.8,4.2
2026-09-18T14:05:55Z,1,12.1,2.8,3.2
2026-09-18T14:06:15Z,1,12.8,2.8,1.9
2026-09-18T14:06:35Z,1,13.3,2.8,3.4
2026-09-18T14:06:55Z,1,11.9,2.8,3.7
2026-09-18T14:07:15Z,1,11.9,2.8,3.7
2026-09-18T14:07:35Z,1,15.0,2.8,2.5
2026-09-18T14:07:55Z,1,12.9,2.8,3.5
2026-09-18T14:08:15Z,1,12.0,2.8,3.5
2026-09-18T14:08:35Z,1,24.2,2.8,1.1
2026-09-18T14:08:55Z,1,13.2,2.8,1.0
2026-09-18T14:09:16Z,1,12.3,2.8,5.0
2026-09-18T14:09:36Z,1,12.2,2.8,3.0
2026-09-18T14:09:56Z,1,11.3,2.8,4.8
2026-09-18T14:10:16Z,1,11.6,2.8,4.6
2026-09-18T14:10:36Z,1,13.1,2.8,2.1
2026-09-18T14:10:56Z,1,12.1,2.8,3.2
2026-09-18T14:11:16Z,1,11.7,2.8,4.1
2026-09-18T14:11:36Z,1,11.2,2.8,5.0
2026-09-18T14:11:56Z,1,11.7,2.8,4.0
2026-09-18T14:12:16Z,1,23.4,2.8,1.1
2026-09-18T14:12:36Z,1,12.7,2.8,2.0
2026-09-18T14:12:56Z,1,13.1,2.8,2.2
2026-09-18T14:13:16Z,1,11.0,2.8,5.3
2026-09-18T14:13:36Z,1,12.7,2.7,3.3
2026-09-18T14:13:56Z,1,11.3,2.7,4.8
2026-09-18T14:14:16Z,1,11.3,2.7,4.9
2026-09-18T14:14:37Z,1,12.5,2.7,2.4
2026-09-18T14:14:57Z,1,12.4,2.7,3.3
2026-09-18T14:15:17Z,1,11.5,2.7,4.5
2026-09-18T14:15:37Z,1,24.8,2.7,1.3
2026-09-18T14:15:57Z,1,19.4,2.7,1.1
2026-09-18T14:16:17Z,1,11.8,2.7,3.8
2026-09-18T14:16:37Z,1,11.7,2.7,4.0
2026-09-18T14:16:57Z,1,13.1,2.7,2.8
2026-09-18T14:17:17Z,1,12.6,2.7,3.6
2026-09-18T14:17:37Z,1,12.3,2.7,3.8
2026-09-18T14:17:57Z,1,11.0,2.7,5.3
